,Group,Type,Area,NeighborTYPE,count,prob,mean_dist
6670,NRpre,A,V1,M,73,0.31196581196581197,41.442154679086535
6671,NRpre,A,V1,V,114,0.48717948717948717,31.489980186245248
6672,NRpre,M,A/RL/AL,A,51,0.4180327868852459,42.10594133543378
6673,NRpre,M,A/RL/AL,M,35,0.28688524590163933,50.23668532736761
6674,NRpre,M,A/RL/AL,V,36,0.29508196721311475,44.70703948934474
6675,NRpre,M,AM/PM,A,25,0.20491803278688525,46.39959291229316
6676,NRpre,M,AM/PM,M,29,0.23770491803278687,39.930157131020714
6677,NRpre,M,AM/PM,V,68,0.5573770491803278,28.30638542472701
6678,NRpre,M,LM,A,9,0.391304347826087,41.37695525052265
6679,NRpre,M,LM,M,6,0.2608695652173913,44.55743963663822
6680,NRpre,M,LM,V,8,0.34782608695652173,50.999234191849425
6681,NRpre,M,V1,A,79,0.2140921409214092,50.48680293444364
6682,NRpre,M,V1,M,101,0.27371273712737126,40.34258311741354
6683,NRpre,M,V1,V,189,0.5121951219512195,30.128779938581882
6684,NRpre,V,A/RL/AL,A,49,0.34507042253521125,42.815785989219705
6685,NRpre,V,A/RL/AL,M,33,0.2323943661971831,55.6875667019338
6686,NRpre,V,A/RL/AL,V,60,0.4225352112676056,44.085299458736635
6687,NRpre,V,AM/PM,A,50,0.20833333333333334,44.32883059232935
6688,NRpre,V,AM/PM,M,68,0.2833333333333333,38.404838072950575
6689,NRpre,V,AM/PM,V,122,0.5083333333333333,28.199159216094223
6690,NRpre,V,LM,A,6,0.3,30.779971660488673
6691,NRpre,V,LM,M,4,0.2,32.46608611758277
6692,NRpre,V,LM,V,10,0.5,28.143104313070683
6693,NRpre,V,V1,A,141,0.21962616822429906,54.65182053804652
6694,NRpre,V,V1,M,185,0.2881619937694704,43.85637705681632
6695,NRpre,V,V1,V,316,0.49221183800623053,32.40806761704609
6696,NRpre,A,A/RL/AL,A,70,0.37037037037037035,39.96435994930351
6697,NRpre,A,A/RL/AL,M,47,0.24867724867724866,51.08137669817281
6698,NRpre,A,A/RL/AL,V,72,0.38095238095238093,43.24876876932462
6699,NRpre,A,AM/PM,A,15,0.189873417721519,42.56254409781191
6700,NRpre,A,AM/PM,M,28,0.35443037974683544,32.38735118596871
6701,NRpre,A,AM/PM,V,36,0.45569620253164556,28.207864715533255
6702,NRpre,A,LM,A,9,0.42857142857142855,31.288583108728155
6703,NRpre,A,LM,M,5,0.23809523809523808,43.66946041438928
6704,NRpre,A,LM,V,7,0.3333333333333333,32.56703314573894
6705,NRpre,A,V1,A,36,0.15450643776824036,57.86104533946627
6706,NRpre,A,V1,M,69,0.296137339055794,45.12855185982931
6707,NRpre,A,V1,V,128,0.5493562231759657,33.340881738011284
6708,NRpre,M,A/RL/AL,A,51,0.40476190476190477,42.413116984038716
6709,NRpre,M,A/RL/AL,M,39,0.30952380952380953,50.746585932650746
6710,NRpre,M,A/RL/AL,V,36,0.2857142857142857,48.27859159083423
6711,NRpre,M,AM/PM,A,31,0.256198347107438,45.36676572553238
6712,NRpre,M,AM/PM,M,24,0.19834710743801653,39.42044775069022
6713,NRpre,M,AM/PM,V,66,0.5454545454545454,26.60128440299646
6714,NRpre,M,LM,A,5,0.2631578947368421,50.48552063755043
6715,NRpre,M,LM,M,4,0.21052631578947367,43.11605482519343
6716,NRpre,M,LM,V,10,0.5263157894736842,33.1452037291052
6717,NRpre,M,V1,A,76,0.20540540540540542,51.09595192241486
6718,NRpre,M,V1,M,111,0.3,41.205937845093516
6719,NRpre,M,V1,V,183,0.4945945945945946,31.782289046646316
6720,NRpre,V,A/RL/AL,A,63,0.45,37.9000771670099
6721,NRpre,V,A/RL/AL,M,33,0.2357142857142857,47.55357873566139
6722,NRpre,V,A/RL/AL,V,44,0.3142857142857143,45.27760833896124
6723,NRpre,V,AM/PM,A,47,0.19665271966527198,51.125788692566
6724,NRpre,V,AM/PM,M,64,0.26778242677824265,36.46110127780673
6725,NRpre,V,AM/PM,V,128,0.5355648535564853,29.44337551036459
6726,NRpre,V,LM,A,7,0.30434782608695654,45.25626096227381
6727,NRpre,V,LM,M,8,0.34782608695652173,34.14061316967436
6728,NRpre,V,LM,V,8,0.34782608695652173,44.18055096222097
6729,NRpre,V,V1,A,133,0.2071651090342679,48.896596591060074
6730,NRpre,V,V1,M,186,0.2897196261682243,43.28180964161531
6731,NRpre,V,V1,V,323,0.5031152647975078,31.661133995846168
6732,NRpre,A,A/RL/AL,A,72,0.3891891891891892,41.6311578021477
6733,NRpre,A,A/RL/AL,M,53,0.2864864864864865,46.84850393385225
6734,NRpre,A,A/RL/AL,V,60,0.32432432432432434,45.524895585564856
6735,NRpre,A,AM/PM,A,14,0.18181818181818182,46.69717294541734
6736,NRpre,A,AM/PM,M,22,0.2857142857142857,38.63264050833052
6737,NRpre,A,AM/PM,V,41,0.5324675324675324,27.448343699888724
6738,NRpre,A,LM,A,11,0.4230769230769231,38.57859663300107
6739,NRpre,A,LM,M,2,0.07692307692307693,49.91870198057127
6740,NRpre,A,LM,V,13,0.5,33.200332820015326
6741,NRpre,A,V1,A,46,0.19658119658119658,49.49835951808718
6742,NRpre,A,V1,M,69,0.2948717948717949,41.85296183156211
6743,NRpre,A,V1,V,119,0.5085470085470085,31.958492402957692
6744,NRpre,M,A/RL/AL,A,45,0.3383458646616541,38.17101309663904
6745,NRpre,M,A/RL/AL,M,42,0.3157894736842105,43.25430307539207
6746,NRpre,M,A/RL/AL,V,46,0.3458646616541353,40.67583950427645
6747,NRpre,M,AM/PM,A,17,0.13934426229508196,49.851118865139114
6748,NRpre,M,AM/PM,M,31,0.2540983606557377,36.90261326973468
6749,NRpre,M,AM/PM,V,74,0.6065573770491803,26.386453928060803
6750,NRpre,M,LM,A,3,0.2727272727272727,35.48548112181911
6751,NRpre,M,LM,M,3,0.2727272727272727,49.90544648328235
6752,NRpre,M,LM,V,5,0.45454545454545453,29.970771863720845
6753,NRpre,M,V1,A,70,0.1891891891891892,52.183645874584116
6754,NRpre,M,V1,M,121,0.327027027027027,41.64384918688374
6755,NRpre,M,V1,V,179,0.4837837837837838,33.235075830887375
6756,NRpre,V,A/RL/AL,A,48,0.35036496350364965,43.08395847106957
6757,NRpre,V,A/RL/AL,M,42,0.30656934306569344,47.619466126880894
6758,NRpre,V,A/RL/AL,V,47,0.34306569343065696,50.84866221706275
6759,NRpre,V,AM/PM,A,36,0.15,46.797001828557725
6760,NRpre,V,AM/PM,M,67,0.2791666666666667,39.55106841313457
6761,NRpre,V,AM/PM,V,137,0.5708333333333333,26.707757593767173
6762,NRpre,V,LM,A,11,0.4230769230769231,35.27438901181073
6763,NRpre,V,LM,M,4,0.15384615384615385,53.196680181783364
6764,NRpre,V,LM,V,11,0.4230769230769231,34.9127205481024
6765,NRpre,V,V1,A,109,0.17004680187207488,52.76874168549424
6766,NRpre,V,V1,M,180,0.28081123244929795,43.34782988324506
6767,NRpre,V,V1,V,352,0.5491419656786272,31.847260299387905
6768,NRpre,A,A/RL/AL,A,78,0.41935483870967744,41.88833946222996
6769,NRpre,A,A/RL/AL,M,52,0.27956989247311825,46.37469329591901
6770,NRpre,A,A/RL/AL,V,56,0.3010752688172043,51.06347110657552
6771,NRpre,A,AM/PM,A,14,0.18181818181818182,48.11697655387282
6772,NRpre,A,AM/PM,M,20,0.2597402597402597,35.94536389828194
6773,NRpre,A,AM/PM,V,43,0.5584415584415584,25.715096315210925
6774,NRpre,A,LM,A,9,0.375,31.47292067172866
6775,NRpre,A,LM,M,6,0.25,41.504106385464524
6776,NRpre,A,LM,V,9,0.375,33.474830567957206
6777,NRpre,A,V1,A,39,0.16595744680851063,54.31863048983387
6778,NRpre,A,V1,M,71,0.3021276595744681,40.94045549015986
6779,NRpre,A,V1,V,125,0.5319148936170213,33.632250463125594
6780,NRpre,M,A/RL/AL,A,49,0.37404580152671757,44.47347790408174
6781,NRpre,M,A/RL/AL,M,43,0.3282442748091603,50.35225141138889
6782,NRpre,M,A/RL/AL,V,39,0.29770992366412213,53.36954694962172
6783,NRpre,M,AM/PM,A,17,0.14049586776859505,48.68846451673362
6784,NRpre,M,AM/PM,M,42,0.34710743801652894,36.86688278243718
6785,NRpre,M,AM/PM,V,62,0.512396694214876,27.423994964048223
6786,NRpre,M,LM,A,6,0.42857142857142855,37.684519423316424
6787,NRpre,M,LM,M,5,0.35714285714285715,38.25409801181128
6788,NRpre,M,LM,V,3,0.21428571428571427,42.193907312592124
6789,NRpre,M,V1,A,69,0.1864864864864865,50.95985653093823
6790,NRpre,M,V1,M,101,0.27297297297297296,42.96922801545282
6791,NRpre,M,V1,V,200,0.5405405405405406,31.98314441008582
6792,NRpre,V,A/RL/AL,A,54,0.391304347826087,39.49810539610603
6793,NRpre,V,A/RL/AL,M,39,0.2826086956521739,43.49374508028125
6794,NRpre,V,A/RL/AL,V,45,0.32608695652173914,42.458428226432765
6795,NRpre,V,AM/PM,A,45,0.18672199170124482,46.05485638346029
6796,NRpre,V,AM/PM,M,63,0.26141078838174275,41.61194019719551
6797,NRpre,V,AM/PM,V,133,0.5518672199170125,28.535178206963227
6798,NRpre,V,LM,A,9,0.36,39.05458354891405
6799,NRpre,V,LM,M,2,0.08,50.832927938018855
6800,NRpre,V,LM,V,14,0.56,28.572376967854453
6801,NRpre,V,V1,A,128,0.2,51.73513978998219
6802,NRpre,V,V1,M,183,0.2859375,40.11770271560508
6803,NRpre,V,V1,V,329,0.5140625,32.27682784770623
6804,NRpre,A,A/RL/AL,A,85,0.4594594594594595,39.12431930176943
6805,NRpre,A,A/RL/AL,M,42,0.22702702702702704,47.79703883221658
6806,NRpre,A,A/RL/AL,V,58,0.31351351351351353,43.41858299377226
6807,NRpre,A,AM/PM,A,12,0.1518987341772152,53.01865590447526
6808,NRpre,A,AM/PM,M,25,0.31645569620253167,37.641170425429344
6809,NRpre,A,AM/PM,V,42,0.5316455696202531,27.165891359885297
6810,NRpre,A,LM,A,12,0.48,28.810716258876493
6811,NRpre,A,LM,M,5,0.2,37.5111635176744
6812,NRpre,A,LM,V,8,0.32,32.466935273229
6813,NRpre,A,V1,A,48,0.20600858369098712,53.15530716860444
6814,NRpre,A,V1,M,76,0.3261802575107296,38.56827601911749
6815,NRpre,A,V1,V,109,0.4678111587982833,32.72517622687063
6816,NRpre,M,A/RL/AL,A,47,0.3643410852713178,41.279040580588536
6817,NRpre,M,A/RL/AL,M,45,0.3488372093023256,48.9696727592536
6818,NRpre,M,A/RL/AL,V,37,0.2868217054263566,46.70028505717126
6819,NRpre,M,AM/PM,A,24,0.19834710743801653,41.57243350761628
6820,NRpre,M,AM/PM,M,36,0.2975206611570248,35.574300818441785
6821,NRpre,M,AM/PM,V,61,0.5041322314049587,26.802621150050918
6822,NRpre,M,LM,A,8,0.5,31.931366848081744
6823,NRpre,M,LM,M,2,0.125,50.73351661378148
6824,NRpre,M,LM,V,6,0.375,35.26754304627818
6825,NRpre,M,V1,A,77,0.20810810810810812,50.610801982361416
6826,NRpre,M,V1,M,99,0.26756756756756755,42.06370510071849
6827,NRpre,M,V1,V,194,0.5243243243243243,31.863155472161218
6828,NRpre,V,A/RL/AL,A,61,0.4326241134751773,39.61406241368772
6829,NRpre,V,A/RL/AL,M,44,0.3120567375886525,48.291574410605485
6830,NRpre,V,A/RL/AL,V,36,0.2553191489361702,49.647367194336475
6831,NRpre,V,AM/PM,A,34,0.14225941422594143,45.234816873658524
6832,NRpre,V,AM/PM,M,68,0.28451882845188287,38.9842896079605
6833,NRpre,V,AM/PM,V,137,0.5732217573221757,28.033043313854794
6834,NRpre,V,LM,A,11,0.5,31.974736384576037
6835,NRpre,V,LM,M,4,0.18181818181818182,42.59121933360322
6836,NRpre,V,LM,V,7,0.3181818181818182,42.8192587107913
6837,NRpre,V,V1,A,115,0.1791277258566978,54.230559793487494
6838,NRpre,V,V1,M,190,0.29595015576323985,43.90782758295148
6839,NRpre,V,V1,V,337,0.5249221183800623,31.41831943026455
6840,NRpre,A,A/RL/AL,A,78,0.42391304347826086,40.63122134752829
6841,NRpre,A,A/RL/AL,M,46,0.25,53.1713098898786
6842,NRpre,A,A/RL/AL,V,60,0.32608695652173914,45.53593295249743
6843,NRpre,A,AM/PM,A,14,0.1794871794871795,46.50080952701082
6844,NRpre,A,AM/PM,M,20,0.2564102564102564,36.6310634205847
6845,NRpre,A,AM/PM,V,44,0.5641025641025641,26.108401699296497
6846,NRpre,A,LM,A,10,0.38461538461538464,34.264004328529936
6847,NRpre,A,LM,M,9,0.34615384615384615,37.25646624727314
6848,NRpre,A,LM,V,7,0.2692307692307692,35.190037824366215
6849,NRpre,A,V1,A,35,0.14957264957264957,52.192312886794625
6850,NRpre,A,V1,M,61,0.2606837606837607,43.1650815579963
6851,NRpre,A,V1,V,138,0.5897435897435898,30.54521118368935
6852,NRpre,M,A/RL/AL,A,55,0.4435483870967742,41.49190524791314
6853,NRpre,M,A/RL/AL,M,22,0.1774193548387097,53.93396324136961
6854,NRpre,M,A/RL/AL,V,47,0.3790322580645161,42.97665592673678
6855,NRpre,M,AM/PM,A,21,0.1721311475409836,49.01888876580461
6856,NRpre,M,AM/PM,M,41,0.3360655737704918,37.788450549515225
6857,NRpre,M,AM/PM,V,60,0.4918032786885246,28.958018539439152
6858,NRpre,M,LM,A,15,0.7142857142857143,30.100266643118033
6859,NRpre,M,LM,M,2,0.09523809523809523,41.563694074216656
6860,NRpre,M,LM,V,4,0.19047619047619047,37.08100630376605
6861,NRpre,M,V1,A,65,0.17615176151761516,54.97715600988346
6862,NRpre,M,V1,M,103,0.2791327913279133,42.30983567781215
6863,NRpre,M,V1,V,201,0.5447154471544715,31.9535107815944
6864,NRpre,V,A/RL/AL,A,53,0.36054421768707484,41.97982387309666
6865,NRpre,V,A/RL/AL,M,46,0.3129251700680272,52.11018042397552
6866,NRpre,V,A/RL/AL,V,48,0.32653061224489793,43.86481958188486
6867,NRpre,V,AM/PM,A,45,0.18828451882845187,45.44454161188478
6868,NRpre,V,AM/PM,M,64,0.26778242677824265,39.02514741901689
6869,NRpre,V,AM/PM,V,130,0.5439330543933054,28.248701265550462
6870,NRpre,V,LM,A,6,0.375,36.23142881250503
6871,NRpre,V,LM,M,6,0.375,36.82773768630842
6872,NRpre,V,LM,V,4,0.25,43.81999786662288
6873,NRpre,V,V1,A,132,0.205607476635514,50.04351843376361
6874,NRpre,V,V1,M,182,0.2834890965732087,41.75410253671208
6875,NRpre,V,V1,V,328,0.5109034267912772,32.130303734265894
6876,NRpre,A,A/RL/AL,A,85,0.4594594594594595,38.87634756517603
6877,NRpre,A,A/RL/AL,M,48,0.2594594594594595,48.28480187587688
6878,NRpre,A,A/RL/AL,V,52,0.2810810810810811,44.5557834046533
6879,NRpre,A,AM/PM,A,9,0.11538461538461539,44.96094702091418
6880,NRpre,A,AM/PM,M,27,0.34615384615384615,32.690743088395635
6881,NRpre,A,AM/PM,V,42,0.5384615384615384,27.684828169545497
6882,NRpre,A,LM,A,14,0.5384615384615384,29.877266757395077
6883,NRpre,A,LM,M,7,0.2692307692307692,36.570514875134926
6884,NRpre,A,LM,V,5,0.19230769230769232,42.08738584014883
6885,NRpre,A,V1,A,34,0.1459227467811159,56.86328905512135
6886,NRpre,A,V1,M,64,0.27467811158798283,48.62575942331989
6887,NRpre,A,V1,V,135,0.5793991416309013,31.91130811274225
6888,NRpre,M,A/RL/AL,A,51,0.40476190476190477,41.23554950965883
6889,NRpre,M,A/RL/AL,M,34,0.2698412698412698,48.63355335892481
6890,NRpre,M,A/RL/AL,V,41,0.3253968253968254,44.791070106983305
6891,NRpre,M,AM/PM,A,23,0.19008264462809918,48.5361846221852
6892,NRpre,M,AM/PM,M,32,0.2644628099173554,38.51808567320433
6893,NRpre,M,AM/PM,V,66,0.5454545454545454,31.280895909308786
6894,NRpre,M,LM,A,8,0.42105263157894735,41.22452107977298
6895,NRpre,M,LM,M,5,0.2631578947368421,43.24901308954336
6896,NRpre,M,LM,V,6,0.3157894736842105,40.506494615770755
6897,NRpre,M,V1,A,64,0.17297297297297298,50.98369912100328
6898,NRpre,M,V1,M,103,0.27837837837837837,42.547232308834246
6899,NRpre,M,V1,V,203,0.5486486486486486,31.7269406778011
6900,NRpre,V,A/RL/AL,A,61,0.4236111111111111,40.33326316575502
6901,NRpre,V,A/RL/AL,M,38,0.2638888888888889,48.74044062844026
6902,NRpre,V,A/RL/AL,V,45,0.3125,45.00072434414041
6903,NRpre,V,AM/PM,A,52,0.21666666666666667,47.43779862115694
6904,NRpre,V,AM/PM,M,66,0.275,35.996239809629735
6905,NRpre,V,AM/PM,V,122,0.5083333333333333,27.692794210155714
6906,NRpre,V,LM,A,4,0.2222222222222222,48.051714807581
6907,NRpre,V,LM,M,8,0.4444444444444444,31.688815376836796
6908,NRpre,V,LM,V,6,0.3333333333333333,36.44618632108049
6909,NRpre,V,V1,A,120,0.18691588785046728,49.436751449612146
6910,NRpre,V,V1,M,199,0.3099688473520249,43.21127589858929
6911,NRpre,V,V1,V,323,0.5031152647975078,31.672531962076146
6912,NRpre,A,A/RL/AL,A,65,0.34759358288770054,43.84615408343836
6913,NRpre,A,A/RL/AL,M,61,0.32620320855614976,48.71484782330377
6914,NRpre,A,A/RL/AL,V,61,0.32620320855614976,46.162298053152206
6915,NRpre,A,AM/PM,A,22,0.2857142857142857,44.72245780560614
6916,NRpre,A,AM/PM,M,14,0.18181818181818182,44.45904085385897
6917,NRpre,A,AM/PM,V,41,0.5324675324675324,27.965859709775128
6918,NRpre,A,LM,A,9,0.375,34.205881792611684
6919,NRpre,A,LM,M,8,0.3333333333333333,56.816785138543764
6920,NRpre,A,LM,V,7,0.2916666666666667,35.150625278354774
6921,NRpre,A,V1,A,52,0.2222222222222222,52.166709808393335
6922,NRpre,A,V1,M,67,0.2863247863247863,43.78483988626074
6923,NRpre,A,V1,V,115,0.49145299145299143,34.58873981840775
6924,NRpre,M,A/RL/AL,A,48,0.36923076923076925,39.66212825820428
6925,NRpre,M,A/RL/AL,M,43,0.33076923076923076,47.35073277088273
6926,NRpre,M,A/RL/AL,V,39,0.3,51.97103145037474
6927,NRpre,M,AM/PM,A,19,0.15702479338842976,51.002424298425055
6928,NRpre,M,AM/PM,M,37,0.30578512396694213,35.38682210648963
6929,NRpre,M,AM/PM,V,65,0.5371900826446281,28.757974017613144
6930,NRpre,M,LM,A,5,0.3333333333333333,32.48057488225681
6931,NRpre,M,LM,M,4,0.26666666666666666,46.71481887665354
6932,NRpre,M,LM,V,6,0.4,31.0482263617145
6933,NRpre,M,V1,A,66,0.1783783783783784,53.03471662668213
6934,NRpre,M,V1,M,103,0.27837837837837837,41.92658602219428
6935,NRpre,M,V1,V,201,0.5432432432432432,30.251469285270826
6936,NRpre,V,A/RL/AL,A,59,0.427536231884058,35.61340176983816
6937,NRpre,V,A/RL/AL,M,35,0.2536231884057971,47.36109267070025
6938,NRpre,V,A/RL/AL,V,44,0.3188405797101449,46.04891779475564
6939,NRpre,V,AM/PM,A,51,0.21161825726141079,48.55339819805356
6940,NRpre,V,AM/PM,M,71,0.2946058091286307,39.00939252761176
6941,NRpre,V,AM/PM,V,119,0.49377593360995853,28.417481357600163
6942,NRpre,V,LM,A,11,0.4583333333333333,34.4795049545157
6943,NRpre,V,LM,M,4,0.16666666666666666,47.425809575799434
6944,NRpre,V,LM,V,9,0.375,34.45306497528534
6945,NRpre,V,V1,A,116,0.1809672386895476,54.25490244989711
6946,NRpre,V,V1,M,208,0.3244929797191888,40.470939415089035
6947,NRpre,V,V1,V,317,0.49453978159126366,31.887844907101595
6948,NRpre,A,A/RL/AL,A,71,0.3858695652173913,39.33419761888713
6949,NRpre,A,A/RL/AL,M,55,0.29891304347826086,53.035209259235515
6950,NRpre,A,A/RL/AL,V,58,0.31521739130434784,46.78902690054653
6951,NRpre,A,AM/PM,A,14,0.18421052631578946,45.53714711883211
6952,NRpre,A,AM/PM,M,25,0.32894736842105265,32.61976959640414
6953,NRpre,A,AM/PM,V,37,0.4868421052631579,25.414148939482153
6954,NRpre,A,LM,A,6,0.2222222222222222,36.08221212697611
6955,NRpre,A,LM,M,8,0.2962962962962963,42.730667335961115
6956,NRpre,A,LM,V,13,0.48148148148148145,39.99623534171448
6957,NRpre,A,V1,A,38,0.16170212765957448,56.01650311474658
6958,NRpre,A,V1,M,75,0.3191489361702128,40.53367197671218
6959,NRpre,A,V1,V,122,0.5191489361702127,31.758860675043284
6960,NRpre,M,A/RL/AL,A,54,0.4186046511627907,43.18979566880528
6961,NRpre,M,A/RL/AL,M,39,0.3023255813953488,46.66204006840232
6962,NRpre,M,A/RL/AL,V,36,0.27906976744186046,53.502714094219485
6963,NRpre,M,AM/PM,A,22,0.1774193548387097,42.348137853954555
6964,NRpre,M,AM/PM,M,40,0.3225806451612903,36.52352296532308
6965,NRpre,M,AM/PM,V,62,0.5,30.074762587828367
6966,NRpre,M,LM,A,6,0.4,31.053732185847615
6967,NRpre,M,LM,M,3,0.2,46.416162494739176
6968,NRpre,M,LM,V,6,0.4,37.7589774484551
6969,NRpre,M,V1,A,64,0.17391304347826086,51.41723980823887
6970,NRpre,M,V1,M,109,0.296195652173913,42.217500899609924
6971,NRpre,M,V1,V,195,0.529891304347826,32.76292979769228
6972,NRpre,V,A/RL/AL,A,55,0.3873239436619718,39.124763613672684
6973,NRpre,V,A/RL/AL,M,34,0.23943661971830985,54.99684326309266
6974,NRpre,V,A/RL/AL,V,53,0.3732394366197183,42.42014007012257
6975,NRpre,V,AM/PM,A,41,0.17154811715481172,48.56269751992475
6976,NRpre,V,AM/PM,M,64,0.26778242677824265,42.98282484128116
6977,NRpre,V,AM/PM,V,134,0.5606694560669456,26.95422083626287
6978,NRpre,V,LM,A,6,0.2857142857142857,30.53971104801319
6979,NRpre,V,LM,M,4,0.19047619047619047,41.05400532491029
6980,NRpre,V,LM,V,11,0.5238095238095238,44.354510097455986
6981,NRpre,V,V1,A,123,0.19158878504672897,50.63485326894226
6982,NRpre,V,V1,M,186,0.2897196261682243,42.1932048879411
6983,NRpre,V,V1,V,333,0.5186915887850467,31.791339441903578
6984,NRpre,A,A/RL/AL,A,77,0.43258426966292135,40.90309300442259
6985,NRpre,A,A/RL/AL,M,44,0.24719101123595505,46.91051129736768
6986,NRpre,A,A/RL/AL,V,57,0.3202247191011236,43.85953522749507
6987,NRpre,A,AM/PM,A,6,0.07894736842105263,49.31365867778512
6988,NRpre,A,AM/PM,M,23,0.3026315789473684,35.56021056894978
6989,NRpre,A,AM/PM,V,47,0.618421052631579,26.51766039376023
6990,NRpre,A,LM,A,14,0.42424242424242425,31.485398826939033
6991,NRpre,A,LM,M,10,0.30303030303030304,36.736299451354945
6992,NRpre,A,LM,V,9,0.2727272727272727,41.249685368541726
6993,NRpre,A,V1,A,49,0.20851063829787234,49.46437436471291
6994,NRpre,A,V1,M,65,0.2765957446808511,43.95593141967652
6995,NRpre,A,V1,V,121,0.5148936170212766,31.871820263610225
6996,NRpre,M,A/RL/AL,A,43,0.33858267716535434,46.228299812806505
6997,NRpre,M,A/RL/AL,M,35,0.2755905511811024,50.86941403874605
6998,NRpre,M,A/RL/AL,V,49,0.3858267716535433,44.196371809831355
6999,NRpre,M,AM/PM,A,20,0.16129032258064516,42.811941651336554
7000,NRpre,M,AM/PM,M,37,0.29838709677419356,36.8317770288523
7001,NRpre,M,AM/PM,V,67,0.5403225806451613,25.377220184045136
7002,NRpre,M,LM,A,11,0.6470588235294118,31.316919317820005
7003,NRpre,M,LM,M,4,0.23529411764705882,52.59749259133138
7004,NRpre,M,LM,V,2,0.11764705882352941,52.515221981722064
7005,NRpre,M,V1,A,68,0.18478260869565216,57.422642915083905
7006,NRpre,M,V1,M,125,0.33967391304347827,41.44724299190267
7007,NRpre,M,V1,V,175,0.47554347826086957,34.082240226339934
7008,NRpre,V,A/RL/AL,A,58,0.38666666666666666,42.970634874111916
7009,NRpre,V,A/RL/AL,M,47,0.31333333333333335,48.652631037002685
7010,NRpre,V,A/RL/AL,V,45,0.3,45.50715217390339
7011,NRpre,V,AM/PM,A,45,0.18828451882845187,49.15611213700297
7012,NRpre,V,AM/PM,M,77,0.32217573221757323,37.59448462331552
7013,NRpre,V,AM/PM,V,117,0.4895397489539749,29.302523036705885
7014,NRpre,V,LM,A,7,0.5384615384615384,27.07297854934926
7015,NRpre,V,LM,M,3,0.23076923076923078,47.97759974524817
7016,NRpre,V,LM,V,3,0.23076923076923078,43.96506524281541
7017,NRpre,V,V1,A,117,0.1822429906542056,53.343762322434976
7018,NRpre,V,V1,M,167,0.2601246105919003,43.75993650922309
7019,NRpre,V,V1,V,358,0.557632398753894,31.48374870193383
7020,NRpre,A,A/RL/AL,A,79,0.42934782608695654,38.436363372072584
7021,NRpre,A,A/RL/AL,M,52,0.2826086956521739,49.27484873975502
7022,NRpre,A,A/RL/AL,V,53,0.28804347826086957,48.283448040139724
7023,NRpre,A,AM/PM,A,12,0.15584415584415584,49.72743640496054
7024,NRpre,A,AM/PM,M,27,0.35064935064935066,35.63848529790901
7025,NRpre,A,AM/PM,V,38,0.4935064935064935,27.534238867354887
7026,NRpre,A,LM,A,7,0.25925925925925924,38.00974514062704
7027,NRpre,A,LM,M,9,0.3333333333333333,41.434212607646636
7028,NRpre,A,LM,V,11,0.4074074074074074,35.47578817472557
7029,NRpre,A,V1,A,37,0.1581196581196581,54.483483131452694
7030,NRpre,A,V1,M,73,0.31196581196581197,43.258895383828
7031,NRpre,A,V1,V,124,0.5299145299145299,34.6676088642667
7032,NRpre,M,A/RL/AL,A,63,0.4846153846153846,39.92007094004216
7033,NRpre,M,A/RL/AL,M,33,0.25384615384615383,50.188811713846604
7034,NRpre,M,A/RL/AL,V,34,0.26153846153846155,46.70452852876889
7035,NRpre,M,AM/PM,A,22,0.17886178861788618,41.59068100039318
7036,NRpre,M,AM/PM,M,34,0.2764227642276423,37.092438039842385
7037,NRpre,M,AM/PM,V,67,0.5447154471544715,26.706875535780647
7038,NRpre,M,LM,A,7,0.5,28.530929542900253
7039,NRpre,M,LM,M,2,0.14285714285714285,45.42663277432912
7040,NRpre,M,LM,V,5,0.35714285714285715,40.09926895949513
7041,NRpre,M,V1,A,63,0.17073170731707318,54.774642173984766
7042,NRpre,M,V1,M,104,0.28184281842818426,44.06893300634985
7043,NRpre,M,V1,V,202,0.5474254742547425,32.62073724598475
7044,NRpre,V,A/RL/AL,A,47,0.3333333333333333,41.757031883189825
7045,NRpre,V,A/RL/AL,M,43,0.3049645390070922,49.30180609553301
7046,NRpre,V,A/RL/AL,V,51,0.3617021276595745,43.41840847585385
7047,NRpre,V,AM/PM,A,40,0.16736401673640167,44.6327911145641
7048,NRpre,V,AM/PM,M,66,0.27615062761506276,39.03318400953288
7049,NRpre,V,AM/PM,V,133,0.5564853556485355,28.188675846415524
7050,NRpre,V,LM,A,8,0.36363636363636365,32.19575383531599
7051,NRpre,V,LM,M,6,0.2727272727272727,44.98688813430404
7052,NRpre,V,LM,V,8,0.36363636363636365,31.703434466186625
7053,NRpre,V,V1,A,140,0.21806853582554517,51.910880638827315
7054,NRpre,V,V1,M,191,0.29750778816199375,39.977083962999686
7055,NRpre,V,V1,V,311,0.48442367601246106,31.27054513663905
7056,NRpre,A,A/RL/AL,A,77,0.42777777777777776,41.955266793667406
7057,NRpre,A,A/RL/AL,M,51,0.2833333333333333,50.57568651887358
7058,NRpre,A,A/RL/AL,V,52,0.28888888888888886,44.18313598913634
7059,NRpre,A,AM/PM,A,11,0.14285714285714285,45.858926754939716
7060,NRpre,A,AM/PM,M,21,0.2727272727272727,37.67064153012009
7061,NRpre,A,AM/PM,V,45,0.5844155844155844,24.584968120915597
7062,NRpre,A,LM,A,8,0.26666666666666666,34.2768724966658
